objectPath,objectName,objectType,id
/Explore/Default,Echo_Employee_Snapshot_Oracle_R12_1_3,TASKFLOW,8dfac2190fe349cb9a074c9cb63eb09d
/Explore,Default,Project,bfb2736ca3cc4960bdc88895b073e644
